artist_name,track_name,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration,loudness_transform
Band of Horses,The Funeral (Mix Cut) - Dash Berlin Remix,14,2013,0.529,0.907,7,-7.718,1,0.0407,0.00676,0.784,0.0734,0.776,130.039,4,1.5688833333333334,-2.337179737758545
Cults,Always Forever,80,2013,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4,3.7291166666666666,-2.1475673707274363
Novelists FR,Twenty Years (Demo),11,2013,0.461,0.955,4,-3.67,0,0.109,0.00103,0.000222,0.0882,0.0732,120.107,3,5.312616666666667,-1.841184352555578
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",74,2013,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037,4,5.014,-3.141908383711592
The Pogues,Poor Paddy - 2013 Mix,10,2013,0.409,0.762,7,-8.086,1,0.0823,0.0136,0.0,0.0587,0.384,144.456,4,3.163116666666667,-2.372111155642656
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,78,2013,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,4.140216666666666,-2.451005098112319
Shogun,Find Me (Mix Cut) - Original Mix,12,2013,0.549,0.992,6,-6.375,0,0.447,0.0022,0.0283,0.688,0.615,131.835,4,0.9702166666666666,-2.198224077669303
Arctic Monkeys,R U Mine?,56,2013,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,4,3.3621,-2.119383148772784
The Pogues,Dark Streets of London - 2013 Mix,12,2013,0.467,0.699,5,-7.72,1,0.0374,0.00585,0.0,0.346,0.875,126.487,4,3.2893333333333334,-2.3373729184797094
Robin Thicke,Blurred Lines,75,2013,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4,4.397116666666666,-2.0001277349601105
The Pogues,The Battle of Brisbane - 2013 Mix,10,2013,0.6,0.879,7,-6.582,1,0.0288,0.0017,0.192,0.0864,0.982,134.622,4,1.8666666666666667,-2.2209411039535354
Eminem,Rap God,77,2013,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4,6.058683333333334,-1.6665741038049096
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,55,2013,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4,3.5818666666666665,-2.1312034762384253
Betsy Wolfe,Still Hurting,19,2013,0.428,0.269,0,-7.3,1,0.04,0.881,1.06e-05,0.461,0.135,124.493,4,5.096883333333333,-2.2959632166851587
The Wiggles,Rock-a-Bye Your Bear,59,2013,0.776,0.61,9,-6.886,1,0.0378,0.275,0.0,0.18,0.721,120.274,4,1.4445833333333333,-2.253394848803274
Alpha²,Craving For The Beat - Official Decibel 2013 Anthem,11,2013,0.532,0.966,5,-4.17,0,0.0835,0.003,0.000288,0.43,0.455,149.995,4,3.0769166666666665,-1.9175106745336155
Jason Derulo,Trumpets,67,2013,0.627,0.703,0,-4.884,1,0.236,0.563,0.0,0.0962,0.64,81.897,4,3.621783333333333,-2.0173001451419865
Wild Stylerz,Wake Me Up,17,2013,0.627,0.662,7,-7.977,1,0.0293,0.0281,8.31e-05,0.209,0.503,124.002,4,4.116666666666666,-2.3618911988914535
The Beach Boys,Kokomo,71,2013,0.683,0.575,0,-11.857,1,0.0361,0.00912,0.0,0.125,0.935,115.579,4,3.629783333333333,-2.673527767063787
Ten Years After,Stone Me - 2013 Remaster,9,2013,0.703,0.448,7,-12.197,1,0.0325,0.211,0.5,0.0776,0.671,117.228,4,4.92,-2.6967195847598253
One Direction,Best Song Ever,76,2013,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,4,3.3351166666666665,-1.7263316639055997
Paul Elstak,Rainbow In The Sky - Re-Style & Bass-D 2013 Remix,18,2013,0.401,0.984,6,-3.213,1,0.0495,0.00936,0.553,0.0913,0.466,170.029,4,5.5,-1.7659287091935334
Miley Cyrus,Wrecking Ball,77,2013,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,4,3.6893333333333334,-2.1856017375082266
Kla Project,"Kidung Mesra - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",20,2013,0.446,0.708,6,-6.909,1,0.0315,0.0321,0.0,0.779,0.38,101.058,4,4.770666666666667,-2.2558079014351167
Katy Perry,Roar,76,2013,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,4,3.7257666666666664,-2.0088849482167017
Eminem,The Monster,75,2013,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,4,4.169816666666667,-1.8427693901358
Ten Years After,Going Back to Birmingham - 2013 Remaster,12,2013,0.343,0.749,7,-6.879,1,0.0448,0.161,0.599,0.32,0.959,155.442,4,2.649783333333333,-2.25265928422432
Jason Derulo,Talk Dirty (feat. 2 Chainz),70,2013,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,4,2.9614166666666666,-2.2980749375161595
The Pogues,Waxie's Dargle - 2013 Mix,10,2013,0.55,0.745,7,-6.543,0,0.035,0.0173,0.0,0.228,0.912,143.245,4,1.8997833333333334,-2.216700353836876
Violent Soho,Covered in Chrome,54,2013,0.564,0.753,5,-5.223,1,0.0433,0.00512,2.43e-06,0.167,0.414,152.064,4,3.54245,-2.0614048541936842
Andy Duguid,7even (Mix Cut) - Original Mix,12,2013,0.431,0.874,11,-7.0,0,0.0392,4.12e-06,0.754,0.355,0.511,129.976,4,0.7382166666666666,-2.265298508208029
Fitz and The Tantrums,Out of My League,70,2013,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4,3.4897666666666667,-1.8224503165488517
David Bowie,Aladdin Sane - 2013 Remaster,10,2013,0.421,0.712,2,-10.286,1,0.041,0.209,0.000589,0.12,0.556,117.855,4,5.173783333333334,-2.558776498354456
Bliss n Eso,Act Your Age,55,2013,0.719,0.865,2,-5.252,1,0.143,0.0101,1.47e-06,0.0279,0.961,146.061,4,2.6571166666666666,-2.0650890354554354
Reefer Decree,Curved Air - 2013 Remix,1,2013,0.794,0.558,2,-9.942,1,0.0555,0.0259,0.842,0.108,0.21,133.011,4,7.80525,-2.531790235686851
One Direction,You & I,77,2013,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,4,3.96555,-2.2473894575260958
Band of Horses,The Funeral - Dash Berlin Remix,7,2013,0.543,0.759,0,-7.167,0,0.0345,0.0572,0.763,0.451,0.0875,133.988,4,4.2095666666666665,-2.2824844212870428
OneRepublic,I Lived,71,2013,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,4,3.909116666666667,-2.0906287310704004
David Bowie,Lady Grinning Soul - 2013 Remaster,12,2013,0.374,0.56,4,-8.419,1,0.0394,0.0326,0.000166,0.0795,0.167,93.208,4,3.920916666666667,-2.4027018843288186
Katy Perry,Roar,74,2013,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,4,3.7257666666666664,-2.0088849482167017
The Pogues,"Misty Morning, Albert Bridge - 2013 Mix",8,2013,0.367,0.808,0,-6.591,1,0.0301,0.000659,0.01,0.154,0.746,98.642,3,3.0057833333333335,-2.221917189926591
Luke Bryan,That's My Kind Of Night,72,2013,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,4,3.169783333333333,-1.7125358704376674
The Pogues,Boys from the County Hell - 2013 Mix,12,2013,0.499,0.881,7,-6.963,1,0.0423,0.0185,0.0,0.124,0.709,136.446,4,2.93755,-2.2614505496354904
John Newman,Love Me Again,75,2013,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4,3.9982333333333333,-2.007945539974766
David Bowie,Let's Spend the Night Together - 2013 Remaster,9,2013,0.442,0.883,9,-8.917,1,0.0428,0.0153,0.000283,0.0514,0.938,163.875,4,3.1791833333333335,-2.446772013306543
Illy,Tightrope,54,2013,0.821,0.586,2,-6.284,0,0.0515,0.329,3.3e-06,0.264,0.43,116.0,4,4.87445,-2.188071706205285
Betsy Wolfe,See I'm Smiling,16,2013,0.561,0.354,2,-8.96,1,0.0598,0.888,2.73e-05,0.101,0.312,80.021,4,5.17755,-2.4504877229175412
Sara Bareilles,Brave,71,2013,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4,3.6762166666666665,-1.8674851797561904
Frequencerz,Our Freedom (Beat The Bridge Anthem 2013),12,2013,0.404,0.932,8,-2.682,0,0.103,0.606,3.2e-06,0.334,0.211,149.76,4,2.933333333333333,-1.6707211408509988
Lorde,Royals,73,2013,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,4,3.16975,-2.4963410274136635
Ronski Speed,Rise Again (Mix Cut) - Omnia Remix,9,2013,0.416,0.9,2,-7.16,1,0.0309,1.62e-05,0.823,0.221,0.263,131.979,4,1.2122166666666667,-2.2817699532801257
Tom Odell,Heal,73,2013,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4,3.218,-2.745474429748209
BT,Surrounded (Mix Cut) - Super8 & Tab Remix,9,2013,0.508,0.889,1,-6.729,1,0.0327,0.000162,0.82,0.0853,0.173,130.061,4,1.1071166666666667,-2.236765751956752
salvia palth,i was all over her,75,2013,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4,2.69105,-2.738838021254528
Kla Project,"Saujana - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",17,2013,0.284,0.52,3,-9.463,0,0.0411,0.133,0.0,0.14,0.131,132.168,3,5.668666666666667,-2.492957487977711
J. Cole,Power Trip (feat. Miguel),75,2013,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,4,4.019333333333333,-2.2708880062507912
Dash Berlin,Steal You Away (Mix Cut) - Original Mix,9,2013,0.681,0.792,6,-7.894,1,0.0406,0.00573,0.00463,0.108,0.476,129.982,4,0.9926666666666667,-2.3540383745829616
Mac DeMarco,Freaking Out The Neighborhood,54,2013,0.573,0.819,8,-5.735,0,0.0866,0.061,0.029,0.386,0.832,143.263,4,2.8977833333333334,-2.124534403050737
BT,Skylarking (Mix Cut) - Original Mix,9,2013,0.449,0.936,7,-7.243,1,0.0377,0.00389,0.46,0.429,0.741,129.948,4,1.2306666666666666,-2.29020882192599
The Front Bottoms,Twin Size Mattress,67,2013,0.318,0.873,4,-5.543,1,0.0881,0.00587,3.27e-06,0.104,0.395,145.308,4,4.411783333333333,-2.10132533517984
Johan De Kock,Silence (Mix Cut) - Tommy Johnson Remix,10,2013,0.503,0.922,2,-7.222,0,0.0491,0.000394,0.00158,0.805,0.517,132.034,4,2.181783333333333,-2.2880804067911638
Paramore,Ain't It Fun,74,2013,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4,4.942,-1.8429277558024544
Kla Project,"Prahara - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",19,2013,0.321,0.683,11,-6.616,1,0.0379,0.0886,0.0,0.935,0.214,148.282,4,5.726,-2.224623551524334
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),72,2013,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,4,3.113783333333333,-1.9423323277074294
Kla Project,"Lara Melanda - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",16,2013,0.313,0.373,0,-10.773,1,0.0362,0.67,0.000115,0.721,0.174,145.316,4,7.656666666666666,-2.595776958619424
Empire of the Sun,Alive,64,2013,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,4,3.409116666666667,-1.7355417892298264
Kla Project,"Satu Kayuh Berdua - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",12,2013,0.523,0.787,6,-6.591,1,0.035,0.0795,0.0,0.747,0.375,106.961,4,5.714666666666667,-2.221917189926591
The Jungle Giants,She's a Riot,60,2013,0.494,0.915,7,-3.795,1,0.0583,0.00214,0.0,0.11,0.607,100.133,4,3.69155,-1.8608190051595497
Ronski Speed,Rise Again - Omnia Radio Edit,10,2013,0.481,0.946,2,-4.291,0,0.0406,0.00238,0.209,0.368,0.466,132.016,4,3.6601833333333333,-1.9351380520734023
Ludovico Einaudi,Experience,78,2013,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,5.257116666666667,-2.585355121084806
Andy Duguid,7even - Radio Edit,8,2013,0.174,0.412,4,-9.846,1,0.0394,0.11,0.309,0.114,0.0506,126.494,4,4.2039333333333335,-2.5241273629412815
RÜFÜS DU SOL,Sundream,63,2013,0.686,0.712,5,-7.58,0,0.0383,0.049,0.0042,0.368,0.247,121.966,4,4.59155,-2.323759328225452
Katy Perry,Dark Horse,75,2013,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,4,3.594533333333333,-2.1697391796606165
Alan Tam,80歲後,9,2013,0.762,0.656,0,-8.456,1,0.0388,0.555,1.44e-06,0.61,0.361,118.104,4,2.13645,-2.4060438013622756
Joel Fletcher,Swing - Joel Fletcher Remix,52,2013,0.922,0.811,11,-5.698,0,0.235,0.0133,0.00518,0.0512,0.792,128.035,4,3.0,-2.1201035233987255
Betsy Wolfe,A Summer in Ohio,16,2013,0.692,0.453,11,-4.517,1,0.11,0.891,1.59e-06,0.141,0.589,135.546,4,3.941116666666667,-1.9672522070662588
The Wiggles,Do the Propeller!,57,2013,0.663,0.865,0,-4.925,1,0.119,0.0954,0.000173,0.255,0.939,149.95,4,1.9035166666666667,-2.0227389063100394
Adam Kantor,If I Didn't Believe in You,13,2013,0.409,0.313,10,-8.584,1,0.14,0.867,0.0,0.606,0.322,81.909,4,5.50155,-2.417519631086145
Current Joys,New Flesh,75,2013,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861,4,2.7997833333333335,-2.928523523860541
Betsy Wolfe,A Part of That,14,2013,0.434,0.351,3,-6.583,1,0.0331,0.913,0.000124,0.0936,0.235,139.573,4,4.006216666666667,-2.2210496050115274
Billy Currington,We Are Tonight,69,2013,0.559,0.812,11,-5.347,1,0.0371,0.0323,0.0,0.195,0.472,127.911,4,3.86845,-2.0770637168938717
Ten Years After,It's Getting Harder - 2013 Remaster,11,2013,0.665,0.64,11,-8.875,0,0.151,0.408,0.707,0.0692,0.857,103.916,4,4.397116666666666,-2.443129337986354
Katy Perry,Unconditionally,74,2013,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,4,3.81465,-2.014369544936121
Ten Years After,I Wanted to Boogie - 2013 Remaster,9,2013,0.567,0.758,10,-7.901,1,0.052,0.211,0.00649,0.0757,0.858,133.014,4,3.59555,-2.3547030472561525
Kristen Bell,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",69,2013,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,4,3.4417833333333334,-2.900597078438952
Ferry Corsten,Many Ways (Mix Cut) - Original Mix,9,2013,0.61,0.858,0,-6.872,1,0.0547,0.000127,0.00335,0.425,0.345,129.945,4,1.0768833333333334,-2.251923178191818
Sticky Fingers,Caress Your Soul,57,2013,0.556,0.872,6,-7.46,0,0.0416,0.00131,0.0,0.0945,0.6,109.9,4,2.9551166666666666,-2.3119411879180705
Armin van Buuren ASOT Radio,Love Never Came (Mix Cut),9,2013,0.576,0.942,4,-6.612,0,0.0644,0.0335,0.00696,0.184,0.562,130.073,4,0.98445,-2.2241910255660335
The Wiggles,"Twinkle, Twinkle, Little Star",56,2013,0.275,0.401,2,-6.66,1,0.0297,0.532,0.000214,0.233,0.39,102.036,4,2.2668833333333334,-2.2293690306627867
Omnia,Bones (Mix Cut) - Original Mix,9,2013,0.415,0.861,11,-7.957,0,0.163,4.91e-05,0.988,0.199,0.524,130.058,4,0.7386666666666667,-2.360004583861532
RÜFÜS DU SOL,Take Me,56,2013,0.719,0.773,0,-7.397,1,0.0463,0.168,0.0303,0.0952,0.46,124.031,4,4.033333333333333,-2.305680297901348
Alexandre Bergheau,Damavand (Mix Cut) - Original Mix,10,2013,0.523,0.918,1,-6.41,1,0.0499,0.000132,0.459,0.493,0.374,134.018,4,1.194,-2.2021015544157234
DJ Snake,Turn Down for What,72,2013,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,3.5622166666666666,-1.9071693207388827
Bobina,For Who I Am (Mix Cut) - Beat Service Remix,9,2013,0.461,0.961,7,-6.899,1,0.0481,4.7e-05,0.927,0.052,0.145,132.01,4,1.81845,-2.254759463511441
Lorde,Team,73,2013,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,4,3.21765,-2.309560706730471
Kat Krazy,Siren (Mix Cut) - Armin van Buuren Remix,9,2013,0.425,0.926,0,-8.376,1,0.042,2.63e-06,0.904,0.435,0.474,132.032,4,0.7271166666666666,-2.3988039507345884
Big Sean,Beware,67,2013,0.701,0.554,1,-5.909,1,0.187,0.217,1.45e-06,0.419,0.0634,97.129,4,3.919783333333333,-2.1451122341694817
Ilan Bluestone,Sinai (Mix Cut) - Original Mix,9,2013,0.511,0.824,11,-7.242,0,0.0379,5.07e-05,0.00148,0.422,0.937,130.077,4,0.73555,-2.290107571482933
Belinda Carlisle,Summer Rain,53,2013,0.72,0.839,5,-8.487,1,0.0315,0.0437,2.78e-06,0.111,0.941,128.862,4,5.480216666666666,-2.408835212836705
Hardwell,Apollo (Mix Cut) - Dash Berlin 4AM Remix,9,2013,0.67,0.82,11,-8.456,0,0.0671,0.0561,0.00523,0.232,0.235,130.031,4,0.7377833333333333,-2.4060438013622756
Sevyn Streeter,It Won't Stop (feat. Chris Brown) - EP Version,71,2013,0.657,0.574,1,-9.484,0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,4,4.684666666666667,-2.4946919505227974
Omnia,The Light (Mix Cut) - Original Mix,9,2013,0.417,0.981,11,-7.218,0,0.0907,0.000148,2.38e-06,0.519,0.14,129.931,4,1.23045,-2.2876744802582913
Katy Perry,Dark Horse,74,2013,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4,3.594533333333333,-2.1698533805400873
Arisen Flame,Gladius (Mix Cut) - Original Mix,9,2013,0.712,0.977,11,-6.543,1,0.217,0.0115,0.107,0.376,0.798,134.066,4,0.9551166666666666,-2.216700353836876
Florida Georgia Line,This Is How We Roll,60,2013,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,4,3.681783333333333,-1.7233021685831473
Mark Knight,Downpipe (Mix Cut) - Armin van Buuren Remix,8,2013,0.543,0.92,1,-7.219,1,0.0435,0.000163,0.955,0.315,0.224,130.057,4,0.9851166666666666,-2.2877759773403374
Echosmith,Cool Kids,71,2013,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4,3.96045,-2.1875108851485803
Armin van Buuren ASOT Radio,Beautiful Life (Mix Cut) - Protoculture Remix,9,2013,0.502,0.96,1,-6.883,1,0.096,3.15e-05,0.428,0.315,0.552,129.946,4,0.7493333333333333,-2.2530796730902063
HAIM,The Wire,60,2013,0.548,0.632,2,-5.569,1,0.145,0.0126,4.95e-06,0.0769,0.535,113.682,4,4.096666666666667,-2.1044999410206127
Audien,Wayfarer (Mix Cut) - Original Mix,9,2013,0.608,0.822,7,-8.739,0,0.0394,5.47e-05,0.982,0.281,0.963,129.917,4,0.7388833333333333,-2.4312421252023078
Cage The Elephant,Cigarette Daydreams,70,2013,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,3.4793333333333334,-1.8043465847335265
Omnia,Immersion (Mix Cut) - Original Mix,9,2013,0.469,0.931,7,-8.175,0,0.0391,0.00528,0.945,0.186,0.725,130.03,4,0.98445,-2.380379120434066
Daughter,Youth,69,2013,0.396,0.535,0,-11.09,1,0.0411,0.889,0.00678,0.116,0.435,146.416,4,4.2168833333333335,-2.6191461249962034
Lange,Violin's Revenge (Mix Cut) - Dark Club Mix,9,2013,0.552,0.921,9,-7.705,0,0.0466,0.000346,0.904,0.372,0.302,130.059,4,0.73845,-2.3359231526045563
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),73,2013,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,4,6.16045,-2.488068313125579
Orjan Nilsen,Violetta (Mix Cut) - Original Mix,9,2013,0.49,0.97,7,-7.713,0,0.0562,0.00185,0.961,0.369,0.198,129.961,4,0.9846666666666667,-2.3366966226228136
Drake,From Time,67,2013,0.737,0.494,1,-9.723,0,0.416,0.629,0.0,0.126,0.44,94.485,4,5.3693333333333335,-2.5142227041220533
Andy Moor,Love Again (Mix Cut) - Andrew Rayel Remix,9,2013,0.642,0.87,6,-7.382,0,0.155,0.00222,0.261,0.709,0.28,134.0,4,1.6711166666666666,-2.3041838143577427
Ariana Grande,The Way,68,2013,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,4,3.7837833333333335,-1.7650732039655492
Headstrong,Satellite (Mix Cut) - Aurosonic Progressive Mix,9,2013,0.537,0.802,11,-6.961,0,0.0338,0.0102,3.59e-06,0.733,0.786,129.982,4,0.9873333333333333,-2.261242129459663
London Grammar,Strong,51,2013,0.486,0.419,10,-10.465,1,0.0355,0.729,3.04e-05,0.077,0.251,76.082,4,4.580116666666667,-2.572535891415512
Orjan Nilsen,XIING (Mix Cut) - Original Mix,9,2013,0.557,0.867,11,-7.46,0,0.0745,3.05e-05,0.964,0.616,0.127,129.987,4,1.108,-2.3119411879180705
Zendaya,Replay,67,2013,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,4,3.48645,-2.2317333520220948
Denis Kenzo,Lullaby Lonely (Mix Cut) - Progressive Mix,9,2013,0.62,0.84,11,-7.193,0,0.102,0.0136,0.843,0.334,0.32,130.007,4,0.60755,-2.2851336993802898
Childish Gambino,IV. Sweatpants,71,2013,0.71,0.47,1,-9.33,0,0.142,0.154,0.0,0.643,0.581,80.027,4,3.01125,-2.4819021407677018
Mark Sixma,Requiem (Mix Cut) - Original Mix,9,2013,0.534,0.971,2,-7.92,1,0.0732,0.0011,0.943,0.414,0.367,130.006,4,0.738,-2.356504934983476
Arctic Monkeys,Arabella,52,2013,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,4,3.45595,-2.263844264677615
Peaches & Herb,Shake Your Groove Thing (Re-Recorded) [Remastered],9,2013,0.796,0.754,4,-7.251,0,0.0578,0.0257,0.000232,0.0421,0.928,132.476,4,5.767783333333333,-2.2910184566225804
Avenged Sevenfold,Hail to the King,75,2013,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4,5.09845,-1.9447666383532343
David Bowie,Time - 2013 Remaster,10,2013,0.33,0.652,0,-8.731,1,0.0398,0.192,2.69e-06,0.105,0.369,145.186,4,5.26425,-2.4305384573045066
Current Joys,Blondie,74,2013,0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,4,3.24555,-2.7209664263687565
The Pogues,White City - 2013 Mix,7,2013,0.35,0.909,7,-6.51,1,0.0655,0.000231,0.000224,0.181,0.841,196.466,4,2.49445,-2.2130979264925097
Anarbor,18,71,2013,0.724,0.854,11,-2.779,1,0.0997,0.0603,0.0,0.0805,0.88,98.056,4,2.6226666666666665,-1.688803467814841
David Bowie,Cracked Actor - 2013 Remaster,10,2013,0.436,0.878,11,-7.713,0,0.0893,0.000295,6.24e-06,0.0807,0.598,126.117,4,3.0256166666666666,-2.3366966226228136
Rudimental,Feel the Love (feat. John Newman),65,2013,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,4,4.08645,-2.2495007219015903
David Bowie,Drive-In Saturday - 2013 Remaster,10,2013,0.302,0.562,7,-9.528,1,0.0368,0.344,0.0,0.0674,0.448,201.007,3,4.543333333333333,-2.498316336697918
Drake,0 To 100 / The Catch Up,71,2013,0.559,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618,4,4.587116666666667,-1.8867665728063896
David Bowie,The Prettiest Star - 2013 Remaster,10,2013,0.566,0.559,5,-8.165,1,0.0333,0.215,0.00227,0.324,0.606,118.249,4,3.5280666666666667,-2.3794535372506225
Naughty Boy,La La La,71,2013,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.083,4,3.703333333333333,-2.0587285000822946
Fymme Bongkot,กะทันหัน,27,2013,0.736,0.585,9,-7.578,1,0.03,0.715,0.0,0.108,0.731,95.011,4,4.67965,-2.3235634993792376
Aero Chord,Android Talk,15,2013,0.588,0.738,1,-8.122,0,0.0504,0.000755,0.883,0.0874,0.385,139.972,4,3.8053333333333335,-2.3754637384066184
Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",68,2013,0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,4,3.751333333333333,-2.1577905080908124
David Bowie,Panic in Detroit - 2013 Remaster,10,2013,0.424,0.798,11,-9.3,0,0.04,0.00627,0.00113,0.0981,0.768,93.684,4,4.477433333333333,-2.47939146909989
Britney Spears,Work Bitch,72,2013,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,4,4.132666666666666,-2.215282764591249
Headstrong,Satellite - Aurosonic Progressive Radio Edit,6,2013,0.492,0.861,11,-4.896,0,0.0505,0.0334,0.000153,0.377,0.104,127.962,4,3.5,-2.018895041811802
Sticky Fingers,Bootleg Rascal,57,2013,0.671,0.481,11,-10.111,0,0.0488,0.505,1.2e-05,0.0835,0.486,136.044,4,3.788666666666667,-2.5451390378280787
Milky Chance,Flashed Junk Mind,64,2013,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,4,4.366666666666666,-2.4296581755575217
The Pogues,Young Ned of the Hill - 2013 Mix,9,2013,0.366,0.753,0,-6.869,0,0.0411,0.0738,0.0,0.229,0.757,125.571,4,2.71045,-2.251607538229178
Randy Houser,How Country Feels,69,2013,0.678,0.839,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952,4,3.09845,-1.832741450949675
Adam Kantor,Goodbye Until Tomorrow / I Could Never Rescue You,13,2013,0.397,0.297,4,-7.308,1,0.0328,0.851,0.000104,0.112,0.12,110.176,4,7.809333333333333,-2.2967682076724807
Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,64,2013,0.887,0.441,0,-8.98,1,0.114,0.0514,0.00667,0.0338,0.715,129.908,4,2.1146666666666665,-2.4522112669498584
Adam Kantor,Nobody Needs to Know,13,2013,0.293,0.245,8,-9.734,1,0.0306,0.918,6.14e-05,0.0729,0.188,85.338,3,7.13045,-2.5151124918450662
Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",68,2013,0.737,0.637,6,-6.308,0,0.0735,0.262,0.0,0.319,0.537,100.033,4,2.078883333333333,-2.190759277811789
Adam Kantor,Shiksa Goddess,15,2013,0.401,0.641,11,-5.69,0,0.0458,0.919,2.81e-06,0.154,0.506,154.204,4,4.101783333333334,-2.119142908531388
